rosbagTimestamp,motor_states,name,pololu_id,motor_id,pulse,radians,degrees,calibration,min_pulse,min_radians,min_degrees,max_pulse,max_radians,max_degrees,name,pololu_id,motor_id,pulse,radians,degrees,calibration,min_pulse,min_radians,min_degrees,max_pulse,max_radians,max_degrees
1511796649167717807,,0,12,0,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0,1,12,1,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0
1511796649187398693,,0,12,0,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0,1,12,1,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0
1511796649207248120,,0,12,0,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0,1,12,1,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0
1511796649227396557,,0,12,0,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0,1,12,1,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0
1511796649247887911,,0,12,0,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0,1,12,1,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0
1511796649267792234,,0,12,0,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0,1,12,1,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0
1511796649289736245,,0,12,0,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0,1,12,1,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0
1511796649307582338,,0,12,0,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0,1,12,1,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0
1511796649327874318,,0,12,0,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0,1,12,1,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0
1511796649347786036,,0,12,0,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0,1,12,1,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0
1511796649367563849,,0,12,0,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0,1,12,1,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0
1511796649389647234,,0,12,0,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0,1,12,1,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0
1511796649407915411,,0,12,0,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0,1,12,1,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0
1511796649431381713,,0,12,0,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0,1,12,1,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0
1511796649448558432,,0,12,0,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0,1,12,1,1500,0.0,0.0,,825,3.14159265359,180.0,2175,-3.14159265359,-180.0
