rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,point,x,y,z
1511972183000807044,,645,,1511972183,365972,103,,109.864013672,225.123535156,-66.4708251953
1511972183019767110,,646,,1511972183,18644094,96,,-105.389778137,229.321777344,108.422111511
1511972183019801625,,647,,1511972183,18868923,97,,108.632881165,224.103515625,111.777938843
1511972183019818531,,648,,1511972183,19040107,98,,-57.4081954956,227.447998047,260.528625488
1511972183019951370,,649,,1511972183,19155025,99,,48.0143356323,227.502197266,259.566711426
1511972183020325576,,650,,1511972183,19268989,100,,-79.5968856812,227.125,-235.766662598
1511972183021133016,,651,,1511972183,19390106,101,,106.522140503,233.048095703,-223.074615479
1511972183021168534,,652,,1511972183,19714117,102,,-104.023513794,226.733398438,-71.3340454102
1511972183021188115,,653,,1511972183,19972085,103,,109.819862366,225.073242188,-66.3017578125
1511972183039320251,,654,,1511972183,38606882,96,,-105.406135559,229.448974609,108.536941528
1511972183039614212,,655,,1511972183,38804054,97,,108.507881165,224.140625,111.849388123
1511972183040022244,,656,,1511972183,39016008,98,,-57.5293273926,227.572265625,260.564300537
1511972183040047163,,657,,1511972183,39221048,99,,47.9529914856,227.487548828,259.677703857
1511972183040825199,,658,,1511972183,39345026,100,,-79.6386413574,227.25,-235.659118652
1511972183040958952,,659,,1511972183,39509057,101,,106.151062012,232.770263672,-222.944854736
1511972183040981359,,660,,1511972183,39674043,102,,-104.136108398,226.885986328,-71.3740844727
1511972183040998366,,661,,1511972183,39807081,103,,109.84992981,225.316894531,-66.2563171387
1511972183059452918,,662,,1511972183,58746099,96,,-105.45740509,229.486816406,108.637321472
1511972183059905109,,663,,1511972183,58983087,97,,108.213012695,224.145996094,111.873123169
1511972183060098109,,664,,1511972183,59135913,98,,-57.5001754761,227.581542969,260.691162109
1511972183060129176,,665,,1511972183,59384107,99,,47.768913269,227.648193359,259.689147949
1511972183060142900,,666,,1511972183,59516906,100,,-79.6916732788,227.253173828,-235.562744141
1511972183060174677,,667,,1511972183,59638023,101,,105.703842163,232.260742188,-222.540039062
1511972183060263341,,668,,1511972183,59809923,102,,-104.112831116,226.740234375,-71.1236724854
1511972183060421962,,669,,1511972183,60033082,103,,109.650543213,225.172363281,-66.1216888428
1511972183078686487,,670,,1511972183,77897071,96,,-105.431838989,229.460693359,108.661422729
1511972183078924144,,671,,1511972183,78080892,97,,108.576293945,224.123535156,111.992462158
1511972183079069695,,672,,1511972183,78233003,98,,-57.4148864746,227.529052734,260.678070068
1511972183079162591,,673,,1511972183,78393936,99,,48.0016059875,227.507324219,259.763031006
1511972183079301743,,674,,1511972183,78572034,100,,-79.5938796997,227.209716797,-235.494293213
1511972183079364124,,675,,1511972183,78696012,101,,105.995384216,232.466552734,-222.847137451
1511972183079396006,,676,,1511972183,78851938,102,,-104.029708862,226.773925781,-71.1701202393
1511972183079418984,,677,,1511972183,78994989,103,,109.873443604,225.225585938,-66.3035736084
1511972183098651734,,678,,1511972183,97594022,96,,-105.304367065,229.325195312,108.658950806
1511972183098761766,,679,,1511972183,97785949,97,,108.572685242,224.079345703,111.984558105
1511972183098825693,,680,,1511972183,97928047,98,,-57.3011550903,227.445556641,260.622924805
1511972183099613139,,681,,1511972183,98043918,99,,48.130645752,227.406982422,259.735473633
1511972183099652717,,682,,1511972183,98164081,100,,-79.4062194824,227.141113281,-235.536804199
1511972183099682709,,683,,1511972183,98351955,101,,106.126960754,232.540771484,-222.785369873
1511972183099700013,,684,,1511972183,98534107,102,,-103.917434692,226.695068359,-71.2214050293
1511972183099741903,,685,,1511972183,98687887,103,,110.010650635,225.124023438,-66.3586730957
1511972183117953231,,686,,1511972183,117439031,96,,-105.287536621,229.269775391,108.564453125
1511972183118344239,,687,,1511972183,117626905,97,,108.626579285,223.964355469,111.912773132
1511972183118449510,,688,,1511972183,117868900,98,,-57.4833221436,227.484130859,260.648681641
1511972183118778831,,689,,1511972183,118005037,99,,48.1498985291,227.301025391,259.635009766
1511972183118817618,,690,,1511972183,118127107,100,,-79.3965148926,227.0390625,-235.646270752
1511972183118836120,,691,,1511972183,118499040,101,,106.443946838,232.427978516,-222.687164307
1511972183119210229,,692,,1511972183,118761062,102,,-104.076644897,226.711181641,-71.1974487305
1511972183119237711,,693,,1511972183,118947029,103,,109.991409302,225.043212891,-66.3811950684
1511972183137543354,,694,,1511972183,137172937,96,,-105.305519104,229.326416016,108.518310547
1511972183137881193,,695,,1511972183,137434959,97,,108.590507507,223.985595703,111.874420166
1511972183138134183,,696,,1511972183,137595891,98,,-57.3505935669,227.394042969,260.570922852
1511972183138535535,,697,,1511972183,137770891,99,,48.048828125,227.392089844,259.634002686
1511972183138913537,,698,,1511972183,137907028,100,,-79.4724884033,227.107666016,-235.706573486
1511972183138938106,,699,,1511972183,138067960,101,,106.320098877,232.556152344,-222.840393066
1511972183139654511,,700,,1511972183,138252019,102,,-103.978988647,226.658447266,-71.3142547607
1511972183139794055,,701,,1511972183,138560056,103,,109.947433472,225.173583984,-66.4169616699
1511972183158272113,,702,,1511972183,157943010,96,,-105.355766296,229.45703125,108.518669128
1511972183158738034,,703,,1511972183,158181905,97,,108.526107788,224.050292969,111.831695557
1511972183158943415,,704,,1511972183,158385992,98,,-57.3882980347,227.529541016,260.635284424
1511972183159132721,,705,,1511972183,158617973,99,,48.026725769,227.467285156,259.664489746
1511972183159734182,,706,,1511972183,158830881,100,,-79.5992355347,227.203613281,-235.627471924
1511972183159768474,,707,,1511972183,159043073,101,,106.033676147,232.422119141,-222.747955322
1511972183159790825,,708,,1511972183,159207105,102,,-103.987419128,226.791015625,-71.2101898193
1511972183159899185,,709,,1511972183,159363031,103,,109.85118866,225.112792969,-66.3514404297
1511972183177106821,,710,,1511972183,176772117,96,,-105.436897278,229.473876953,108.572998047
1511972183177631308,,711,,1511972183,177054882,97,,108.552886963,224.178222656,111.99533844
1511972183178066289,,712,,1511972183,177212953,98,,-57.4569015503,227.571533203,260.638946533
1511972183178090863,,713,,1511972183,177328109,99,,47.9693832397,227.561279297,259.710266113
1511972183178285648,,714,,1511972183,177598953,100,,-79.6580657959,227.304443359,-235.599761963
1511972183178419588,,715,,1511972183,177795886,101,,105.811233521,232.421386719,-222.836364746
1511972183178541223,,716,,1511972183,178050041,102,,-104.070243835,226.813232422,-71.2259216309
1511972183178568978,,717,,1511972183,178229093,103,,109.740226746,225.231933594,-66.311050415
1511972183196841941,,718,,1511972183,196561098,96,,-105.415344238,229.539306641,108.600967407
1511972183197375095,,719,,1511972183,196778059,97,,108.31690979,224.012695312,111.995056152
1511972183197411489,,720,,1511972183,196923971,98,,-57.3628158569,227.718261719,260.704742432
1511972183197430301,,721,,1511972183,197045087,99,,47.9641990662,227.607910156,259.718078613
1511972183197725438,,722,,1511972183,197182893,100,,-79.6064682007,227.371826172,-235.604217529
1511972183197980206,,723,,1511972183,197407960,101,,105.81489563,232.314941406,-222.626800537
1511972183198015612,,724,,1511972183,197531938,102,,-103.977584839,226.974365234,-71.1058502197
1511972183198030605,,725,,1511972183,197695970,103,,109.872657776,225.420654297,-66.3186340332
1511972183216777358,,726,,1511972183,216342926,96,,-105.377494812,229.427246094,108.600448608
1511972183217021581,,727,,1511972183,216687917,97,,108.585159302,224.177001953,111.86164856
1511972183217378953,,728,,1511972183,216934919,98,,-57.3948440552,227.554443359,260.609527588
1511972183217404801,,729,,1511972183,217056035,99,,48.0371055603,227.496582031,259.696960449
1511972183218260290,,730,,1511972183,217380046,100,,-79.6037063599,227.17578125,-235.553588867
1511972183218323295,,731,,1511972183,217572927,101,,106.234237671,232.768798828,-222.927368164
1511972183218342026,,732,,1511972183,217731952,102,,-104.021820068,226.792724609,-71.2311401367
1511972183218383761,,733,,1511972183,217921972,103,,109.851905823,225.249267578,-66.3635406494
1511972183237515508,,734,,1511972183,236438035,96,,-105.352142334,229.245361328,108.523002625
1511972183237821726,,735,,1511972183,236677885,97,,108.54927063,223.973388672,111.862594604
1511972183237853912,,736,,1511972183,236840963,98,,-57.3966217041,227.468994141,260.561645508
1511972183237877873,,737,,1511972183,236963987,99,,48.0518569946,227.357910156,259.653686523
1511972183237941348,,738,,1511972183,237163066,100,,-79.5254821777,227.070800781,-235.631988525
1511972183238088257,,739,,1511972183,237365007,101,,106.488235474,232.869384766,-222.926391602
1511972183238744125,,740,,1511972183,237510919,102,,-104.029335022,226.695068359,-71.3117828369
1511972183238769573,,741,,1511972183,237744092,103,,109.918708801,225.114990234,-66.415435791
1511972183257801834,,742,,1511972183,257009983,96,,-105.249526978,229.373046875,108.505241394
1511972183257835646,,743,,1511972183,257200956,97,,108.651985168,224.044189453,111.816696167
1511972183257882190,,744,,1511972183,257349014,98,,-57.3945007324,227.562011719,260.551513672
1511972183258513380,,745,,1511972183,257550001,99,,48.106716156,227.387695312,259.607299805
1511972183258791883,,746,,1511972183,257949113,100,,-79.4278030396,227.139160156,-235.71005249
1511972183258823566,,747,,1511972183,258117914,101,,106.463851929,232.748046875,-222.817077637
1511972183258855732,,748,,1511972183,258276939,102,,-104.04032135,226.802978516,-71.2897644043
1511972183258887405,,749,,1511972183,258466958,103,,109.962860107,225.143310547,-66.4063415527
1511972183276050463,,750,,1511972183,275722026,96,,-105.220329285,229.468994141,108.473808289
1511972183276598589,,751,,1511972183,275985002,97,,108.67035675,224.158691406,111.865829468
1511972183276914275,,752,,1511972183,276168107,98,,-57.2620239258,227.659179688,260.522186279
1511972183277139957,,753,,1511972183,276338100,99,,48.113910675,227.584716797,259.627624512
1511972183277177705,,754,,1511972183,276539087,100,,-79.3989028931,227.283203125,-235.73840332
1511972183277205281,,755,,1511972183,276667118,101,,106.266075134,232.69921875,-222.883453369
1511972183277318824,,756,,1511972183,276818037,102,,-103.910217285,226.906982422,-71.3346557617
1511972183277340561,,757,,1511972183,276942014,103,,109.97580719,225.339599609,-66.331161499
1511972183295941198,,758,,1511972183,295576095,96,,-105.411392212,229.531494141,108.532653809
1511972183296259215,,759,,1511972183,295830965,97,,108.581604004,224.162597656,111.891525269
1511972183296632369,,760,,1511972183,295994043,98,,-57.3814697266,227.617431641,260.597381592
1511972183297177920,,761,,1511972183,296195983,99,,48.0433883667,227.58984375,259.646453857
1511972183297220983,,762,,1511972183,296363115,100,,-79.6328582764,227.294921875,-235.667694092
1511972183297241969,,763,,1511972183,296566009,101,,105.944671631,232.546630859,-222.895355225
1511972183297257212,,764,,1511972183,296696901,102,,-104.010955811,226.855224609,-71.2454681396
1511972183297336798,,765,,1511972183,296813011,103,,109.908081055,225.328613281,-66.3173980713
1511972183316022048,,766,,1511972183,315380096,96,,-105.447494507,229.500732422,108.63205719
1511972183316425621,,767,,1511972183,315572977,97,,108.50553894,224.111328125,111.983779907
1511972183316793675,,768,,1511972183,315747976,98,,-57.4690856934,227.588867188,260.636474609
1511972183317454236,,769,,1511972183,315923929,99,,47.9897842407,227.518798828,259.730773926
1511972183317474897,,770,,1511972183,316054105,100,,-79.7105026245,227.342773438,-235.602111816
1511972183317509813,,771,,1511972183,316173076,101,,105.904129028,232.536376953,-222.94543457
1511972183317525467,,772,,1511972183,316314935,102,,-104.099464417,226.833496094,-71.2184143066
1511972183317627537,,773,,1511972183,316500902,103,,109.723258972,225.166748047,-66.3654785156
1511972183335776415,,774,,1511972183,335416078,96,,-105.40978241,229.399169922,108.65007019
1511972183336503907,,775,,1511972183,335645914,97,,108.425071716,223.964111328,111.937858582
1511972183336872717,,776,,1511972183,335787057,98,,-57.4917984009,227.467529297,260.663085938
1511972183337441839,,777,,1511972183,335911035,99,,48.0312004089,227.453125,259.751220703
1511972183337471470,,778,,1511972183,336031913,100,,-79.6176300049,227.142333984,-235.54397583
1511972183337497722,,779,,1511972183,336194038,101,,105.919616699,232.379150391,-222.832244873
1511972183337547763,,780,,1511972183,336358070,102,,-104.11504364,226.729492188,-71.1966552734
1511972183337560335,,781,,1511972183,336507081,103,,109.721969604,225.015625,-66.3480224609
1511972183355236812,,782,,1511972183,354851007,96,,-105.395889282,229.318115234,108.577697754
1511972183355684533,,783,,1511972183,355120897,97,,108.511062622,223.9453125,111.901924133
1511972183356109467,,784,,1511972183,355292081,98,,-57.4607696533,227.385742188,260.541687012
1511972183356141750,,785,,1511972183,355624914,99,,48.0174865723,227.286865234,259.635314941
1511972183356153771,,786,,1511972183,355817079,100,,-79.5745315552,227.054443359,-235.653106689
1511972183356887972,,787,,1511972183,356167078,101,,106.238014221,232.575439453,-222.812713623
1511972183356906888,,788,,1511972183,356370925,102,,-104.070030212,226.641357422,-71.2749328613
1511972183356939987,,789,,1511972183,356553077,103,,109.830329895,224.974853516,-66.5148925781
1511972183375486460,,790,,1511972183,374892950,96,,-105.22833252,229.354003906,108.525497437
1511972183375606932,,791,,1511972183,375108957,97,,108.716331482,224.088867188,111.846115112
1511972183375683189,,792,,1511972183,375361919,98,,-57.2754364014,227.521240234,260.590209961
1511972183376085872,,793,,1511972183,375700950,99,,48.1938819885,227.398193359,259.624267578
1511972183376478295,,794,,1511972183,375948905,100,,-79.3593444824,227.16015625,-235.697509766
1511972183376792051,,795,,1511972183,376101016,101,,106.421073914,232.633056641,-222.828125
1511972183376819710,,796,,1511972183,376265048,102,,-103.879142761,226.734619141,-71.2484436035
1511972183376836835,,797,,1511972183,376470088,103,,110.044067383,225.187255859,-66.4037780762
1511972183395180485,,798,,1511972183,394545078,96,,-105.146621704,229.587158203,108.533920288
1511972183395402836,,799,,1511972183,394737005,97,,108.767677307,224.181640625,111.870559692
1511972183395438964,,800,,1511972183,394879102,98,,-57.1396484375,227.6953125,260.56060791
1511972183395679542,,801,,1511972183,395100116,99,,48.3038101196,227.484130859,259.720703125
1511972183396702805,,802,,1511972183,395431995,100,,-79.1690597534,227.428466797,-235.712615967
1511972183396739692,,803,,1511972183,395924091,101,,106.336410522,232.546875,-222.852325439
1511972183396760030,,804,,1511972183,396115064,102,,-103.758766174,226.959716797,-71.2855224609
1511972183396782134,,805,,1511972183,396260976,103,,110.204406738,225.28125,-66.2612762451
1511972183414632923,,806,,1511972183,414252042,96,,-105.293266296,229.53515625,108.611198425
1511972183414807436,,807,,1511972183,414515972,97,,108.607711792,224.206298828,111.910461426
1511972183415175221,,808,,1511972183,414779901,98,,-57.3635864258,227.664794922,260.593566895
1511972183415597983,,809,,1511972183,414951086,99,,48.126701355,227.579345703,259.702575684
1511972183416435581,,810,,1511972183,415112972,100,,-79.4368362427,227.327636719,-235.527374268
1511972183416545718,,811,,1511972183,415231943,101,,106.145309448,232.612304688,-222.868255615
1511972183416564935,,812,,1511972183,415359020,102,,-103.976669312,226.907470703,-71.2548522949
1511972183416586001,,813,,1511972183,415513992,103,,110.040924072,225.353271484,-66.3448181152
1511972183434502654,,814,,1511972183,434178113,96,,-105.510612488,229.354980469,108.567359924
1511972183435059005,,815,,1511972183,434461116,97,,108.380096436,223.991699219,111.908447266
1511972183435321204,,816,,1511972183,434658050,98,,-57.6100311279,227.455078125,260.629577637
1511972183435673181,,817,,1511972183,435004949,99,,47.8331871033,227.420898438,259.71206665
1511972183435696933,,818,,1511972183,435281991,100,,-79.7383956909,227.09375,-235.568969727
1511972183436161053,,819,,1511972183,435482978,101,,105.953094482,232.626708984,-222.878417969
1511972183436240665,,820,,1511972183,435724973,102,,-104.242858887,226.699951172,-71.2288513184
1511972183436926753,,821,,1511972183,435910940,103,,109.658370972,225.177978516,-66.3616333008
1511972183454438138,,822,,1511972183,453890085,96,,-105.577270508,229.331298828,108.571289062
1511972183454740104,,823,,1511972183,454092979,97,,108.336509705,223.897460938,111.854995728
1511972183455187125,,824,,1511972183,454304933,98,,-57.6826858521,227.360107422,260.558166504
1511972183455469687,,825,,1511972183,454493045,99,,47.8032150269,227.286132812,259.648895264
1511972183456110764,,826,,1511972183,454679965,100,,-79.8908004761,226.990478516,-235.559234619
1511972183456282298,,827,,1511972183,454823970,101,,105.994895935,232.670410156,-222.934082031
1511972183456301090,,828,,1511972183,454943895,102,,-104.295150757,226.583251953,-71.298034668
1511972183456324042,,829,,1511972183,455125093,103,,109.637893677,225.037109375,-66.4133758545
1511972183474011870,,830,,1511972183,473653078,96,,-105.385284424,229.365722656,108.534286499
1511972183474405187,,831,,1511972183,473926067,97,,108.523162842,224.010253906,111.8306427
1511972183474561390,,832,,1511972183,474098920,98,,-57.4089050293,227.486816406,260.530761719
1511972183474667897,,833,,1511972183,474304914,99,,48.1224899292,227.415527344,259.644073486
1511972183475056112,,834,,1511972183,474515914,100,,-79.5887680054,227.054931641,-235.691772461
1511972183475077917,,835,,1511972183,474716901,101,,106.190284729,232.594482422,-222.83380127
1511972183475372228,,836,,1511972183,474879980,102,,-104.063873291,226.724365234,-71.3224639893
1511972183476136569,,837,,1511972183,475169897,103,,109.953636169,225.227050781,-66.424407959
1511972183493643170,,838,,1511972183,493385076,96,,-105.134490967,229.416015625,108.504348755
1511972183494011326,,839,,1511972183,493623018,97,,108.618598938,223.979736328,111.833175659
1511972183494651512,,840,,1511972183,493813037,98,,-57.16431427,227.563720703,260.541809082
1511972183494742334,,841,,1511972183,493988037,99,,48.2624931335,227.413574219,259.659759521
1511972183494974859,,842,,1511972183,494123935,100,,-79.2511825562,227.230712891,-235.707763672
1511972183495538875,,843,,1511972183,494231939,101,,106.475669861,232.748779297,-222.910888672
1511972183495793937,,844,,1511972183,494399070,102,,-103.806686401,226.835205078,-71.3006896973
1511972183495813487,,845,,1511972183,494570970,103,,110.289550781,225.469482422,-66.4497375488
1511972183513618251,,846,,1511972183,513201951,96,,-105.168922424,229.366455078,108.475402832
1511972183513918642,,847,,1511972183,513369083,97,,108.767562866,224.096679688,111.821655273
1511972183514096523,,848,,1511972183,513865947,98,,-57.2286376953,227.479980469,260.492431641
1511972183514744431,,849,,1511972183,514100074,99,,48.2905273438,227.399902344,259.592590332
1511972183515225996,,850,,1511972183,514245033,100,,-79.2619857788,227.204101562,-235.746276855
1511972183515942787,,851,,1511972183,514391899,101,,106.498916626,232.738769531,-222.914611816
1511972183516143939,,852,,1511972183,514751911,102,,-103.831130981,226.740478516,-71.3377075195
1511972183516175942,,853,,1511972183,514942884,103,,110.264732361,225.304443359,-66.4203948975
1511972183533655267,,854,,1511972183,533056974,96,,-105.370269775,229.315673828,108.545417786
1511972183533974151,,855,,1511972183,533220052,97,,108.531478882,223.950927734,111.859313965
1511972183534154397,,856,,1511972183,533377885,98,,-57.399887085,227.291503906,260.695617676
1511972183534332431,,857,,1511972183,533627986,99,,48.0777511597,227.365722656,259.635192871
1511972183534515385,,858,,1511972183,533751964,100,,-79.5464935303,227.101074219,-235.644470215
1511972183534617360,,859,,1511972183,533930063,101,,106.294273376,232.692382812,-223.022094727
1511972183534718378,,860,,1511972183,534158945,102,,-103.995742798,226.55078125,-71.1885681152
1511972183534741564,,861,,1511972183,534339904,103,,109.931465149,225.133056641,-66.4542999268
1511972183553769815,,862,,1511972183,553127050,96,,-105.577812195,229.352539062,108.566589355
1511972183554072390,,863,,1511972183,553370952,97,,108.298744202,223.923583984,111.869651794
1511972183554641998,,864,,1511972183,553602933,98,,-57.7002487183,227.390136719,260.578308105
1511972183555414556,,865,,1511972183,553788900,99,,47.7603302002,227.358886719,259.634094238
1511972183555565787,,866,,1511972183,553985118,100,,-79.8140182495,227.089599609,-235.613800049
1511972183555599191,,867,,1511972183,554132938,101,,105.857620239,232.500244141,-222.894744873
1511972183555627316,,868,,1511972183,554246902,102,,-104.327537537,226.571777344,-71.3001251221
1511972183555669539,,869,,1511972183,554398059,103,,109.611129761,225.067871094,-66.4762573242
1511972183573615917,,870,,1511972183,572732925,96,,-105.713577271,229.391357422,108.557052612
1511972183574114107,,871,,1511972183,572966098,97,,108.307312012,224.009277344,111.900772095
1511972183574140142,,872,,1511972183,573131084,98,,-57.6870193481,227.441650391,260.61050415
1511972183574284813,,873,,1511972183,573262929,99,,47.6755332947,227.608398438,259.70892334
1511972183575008070,,874,,1511972183,573455095,100,,-79.8976287842,227.081298828,-235.554931641
1511972183575140320,,875,,1511972183,573626041,101,,105.749610901,232.447021484,-222.827850342
1511972183575166451,,876,,1511972183,573746919,102,,-104.305458069,226.670410156,-71.2379455566
1511972183575183496,,877,,1511972183,573868036,103,,109.370063782,224.280273438,-65.655090332
1511972183593680862,,878,,1511972183,593384027,96,,-105.403282166,229.540527344,108.585571289
1511972183594075408,,879,,1511972183,593648910,97,,108.553268433,224.089355469,111.901229858
1511972183594216158,,880,,1511972183,593867063,98,,-57.3824691772,227.586181641,260.668365479
1511972183594549899,,881,,1511972183,594069004,99,,48.0655174255,227.505126953,259.70211792
1511972183594711632,,882,,1511972183,594280958,100,,-79.6356430054,227.380615234,-235.612335205
1511972183594910547,,883,,1511972183,594472885,101,,106.002815247,232.567871094,-222.799682617
1511972183595096173,,884,,1511972183,594676017,102,,-103.989387512,226.80859375,-71.1580657959
1511972183595119027,,885,,1511972183,594852924,103,,109.988975525,225.386474609,-66.4054260254
1511972183612560374,,886,,1511972183,612210035,96,,-105.18421936,229.640625,108.623962402
1511972183613128298,,887,,1511972183,612500905,97,,108.730613708,224.229003906,111.897293091
1511972183613530600,,888,,1511972183,612690925,98,,-57.1681213379,227.75390625,260.583831787
1511972183613823227,,889,,1511972183,612884998,99,,48.3168296814,227.523193359,259.660644531
1511972183613939862,,890,,1511972183,613090038,100,,-79.2755966187,227.438720703,-235.482513428
1511972183614142023,,891,,1511972183,613231897,101,,106.475288391,232.724853516,-222.777618408
1511972183614773205,,892,,1511972183,613354921,102,,-103.784843445,227.023193359,-71.2207794189
1511972183614786053,,893,,1511972183,613554000,103,,110.296905518,225.52734375,-66.3670806885
1511972183632615834,,894,,1511972183,632026910,96,,-105.152168274,229.479248047,108.492889404
1511972183632645735,,895,,1511972183,632211923,97,,108.738525391,224.15625,111.934249878
1511972183632843223,,896,,1511972183,632364988,98,,-57.2120437622,227.627441406,260.578125
1511972183633596882,,897,,1511972183,632827043,99,,48.2436904907,227.484619141,259.693115234
1511972183633707989,,898,,1511972183,633001089,100,,-79.2353897095,227.234863281,-235.657531738
1511972183633723418,,899,,1511972183,633138895,101,,106.651863098,232.937011719,-222.869293213
1511972183633744695,,900,,1511972183,633270978,102,,-103.820198059,226.886474609,-71.2533874512
1511972183633768296,,901,,1511972183,633410930,103,,110.233634949,225.428955078,-66.4363555908
1511972183652410433,,902,,1511972183,651774883,96,,-105.425361633,229.339599609,108.606872559
1511972183652586388,,903,,1511972183,651957035,97,,108.682273865,224.083251953,111.848327637
1511972183653041467,,904,,1511972183,652107000,98,,-57.2548828125,227.597412109,260.610229492
1511972183653258040,,905,,1511972183,652363061,99,,48.1124420166,227.389648438,259.639129639
1511972183653414541,,906,,1511972183,652627944,100,,-79.6162872314,227.090576172,-235.601623535
1511972183653514769,,907,,1511972183,652803897,101,,106.457046509,232.822998047,-222.904876709
1511972183653587860,,908,,1511972183,653023004,102,,-103.862213135,226.842529297,-71.1878051758
1511972183654245661,,909,,1511972183,653219938,103,,109.931282043,225.032226562,-66.4162597656
