rosbagTimestamp,joint_name,position,speed,acceleration
1510961871386883516,1,-0.0,0.0,0.5
1510961871436737631,0,0.0,0.0,0.0
1510961871486751068,1,-0.0,0.0,0.5
1510961871536789818,0,0.0,0.0,0.0
1510961871586489818,1,-0.0,0.0,0.5
1510961871636870599,0,0.0,0.0,0.0
1510961871687463881,1,-0.0,0.0,0.5
1510961871736761068,0,0.0,0.0,0.0
1510961871786675391,1,-0.0,0.0,0.5
1510961871836772579,0,0.0,0.0,0.0
1510961871887358881,1,-0.0,0.0,0.5
1510961871937210339,0,0.0,0.0,0.0
1510961871986816172,1,-0.0,0.0,0.5
1510961872036755547,0,0.0,0.0,0.0
1510961872087021172,1,-0.0,0.0,0.5
1510961872136916537,0,0.0,0.0,0.0
1510961872186821901,1,-0.0,0.0,0.5
1510961872237440287,0,0.0,0.0,0.0
1510961872286840443,1,-0.0,0.0,0.5
1510961872337312891,0,0.0,0.0,0.0
1510961872386602318,1,-0.0,0.0,0.5
1510961872436503620,0,0.0,0.0,0.0
1510961872486471172,1,-0.0,0.0,0.5
1510961872536254662,0,0.0,0.0,0.0
1510961872586396953,1,-0.0,0.0,0.5
1510961872636481016,0,0.0,0.0,0.0
1510961872687177995,1,-0.0,0.0,0.5
1510961872736888828,0,0.0,0.0,0.0
1510961872787311276,1,-0.0,0.0,0.5
1510961872836802995,0,0.0,0.0,0.0
1510961872886828307,1,-0.0,0.0,0.5
1510961872936895026,0,0.0,0.0,0.0
1510961872993167057,1,-0.0,0.0,0.5
1510961873036868307,0,0.0,0.0,0.0
1510961873086714714,1,-0.0,0.0,0.5
1510961873136803047,0,0.0,0.0,0.0
1510961873187505963,1,-0.0,0.0,0.5
1510961873237422005,0,0.0,0.0,0.0
1510961873287004766,1,-0.0,0.0,0.5
1510961873336566276,0,0.0,0.0,0.0
1510961873386501276,1,-0.0,0.0,0.5
1510961873436569661,0,0.0,0.0,0.0
1510961873487273515,1,-0.0,0.0,0.5
1510961873536892265,0,0.0,0.0,0.0
1510961873586796953,1,-0.0,0.0,0.5
1510961873636681432,0,0.0,0.0,0.0
1510961873686597317,1,-0.0,0.0,0.5
1510961873736691172,0,0.0,0.0,0.0
1510961873786706692,1,-0.0,0.0,0.5
1510961873836329505,0,0.0,0.0,0.0
1510961873886653672,1,-0.0,0.0,0.5
1510961873936546744,0,-0.0231185741723,0.0,0.0
1510961873986673255,1,-0.0,0.0,0.5
1510961874036863880,0,-0.0632745102048,0.0,0.0
1510961874086356067,1,-0.0,0.0,0.5
1510961874136579244,0,-0.167679935694,0.0,0.0
1510961874189196224,1,-0.0,0.0,0.5
1510961874236322890,0,-0.392553150654,0.0,0.0
1510961874286340286,1,-0.0,0.0,0.5
1510961874336435078,0,-0.509005367756,0.0,0.0
1510961874386444713,1,-0.0,0.0,0.5
1510961874436545026,0,-0.617426395416,0.0,0.0
1510961874486473307,1,-0.0,0.0,0.5
1510961874536817630,0,-0.6334887743,0.0,0.0
1510961874587016223,1,-0.0,0.0,0.5
1510961874637255703,0,-0.6334887743,0.0,0.0
1510961874686779973,1,-0.0,0.0,0.5
1510961874736694088,0,-0.6334887743,0.0,0.0
1510961874787385390,1,-0.0,0.0,0.5
1510961874836915859,0,-0.6334887743,0.0,0.0
1510961874886856692,1,-0.0,0.0,0.5
1510961874936853619,0,-0.6334887743,0.0,0.0
1510961874988852786,1,-0.0,0.0,0.5
1510961875036952473,0,-0.6334887743,0.0,0.0
1510961875086741692,1,-0.0,0.0,0.5
1510961875136625963,0,-0.6334887743,0.0,0.0
1510961875186716484,1,-0.0,0.0,0.5
1510961875236734921,0,-0.6334887743,0.0,0.0
1510961875289043411,1,-0.0,0.0,0.5
1510961875337141171,0,-0.6334887743,0.0,0.0
1510961875386824348,1,-0.0,0.0,0.5
1510961875436664088,0,-0.6334887743,0.0,0.0
1510961875486630754,1,-0.0,0.0,0.5
1510961875536503254,0,-0.6334887743,0.0,0.0
1510961875586679140,1,-0.0,0.0,0.5
1510961875636550233,0,-0.6334887743,0.0,0.0
1510961875686461379,1,-0.0,0.0,0.5
1510961875736419817,0,-0.6334887743,0.0,0.0
1510961875787625077,1,-0.0,0.0,0.5
1510961875837186848,0,-0.6334887743,0.0,0.0
1510961875886796015,1,-0.0,0.0,0.5
1510961875936813098,0,-0.6334887743,0.0,0.0
1510961875986628150,1,-0.0,0.0,0.5
1510961876037157004,0,-0.6334887743,0.0,0.0
1510961876086361744,1,-0.0,0.0,0.5
1510961876136792108,0,-0.6334887743,0.0,0.0
1510961876187430233,1,-0.0,0.0,0.5
1510961876236883775,0,-0.6334887743,0.0,0.0
1510961876286428931,1,-0.0,0.0,0.5
1510961876336717108,0,-0.6334887743,0.0,0.0
1510961876386601171,1,-0.0,0.0,0.5
1510961876436680754,0,-0.6334887743,0.0,0.0
1510961876487507577,1,-0.0,0.0,0.5
1510961876536827316,0,-0.6334887743,0.0,0.0
1510961876587076118,1,-0.0,0.0,0.5
1510961876636765910,0,-0.6334887743,0.0,0.0
1510961876686668202,1,-0.0,0.0,0.5
1510961876736715285,0,-0.6334887743,0.0,0.0
1510961876787023306,1,-0.0,0.0,0.5
1510961876836371535,0,-0.6334887743,0.0,0.0
1510961876886449660,1,-0.0,0.0,0.5
1510961876936556639,0,-0.6334887743,0.0,0.0
1510961876986657733,1,-0.0,0.0,0.5
1510961877036585702,0,5.0,0.0,0.0
1510961877086426847,1,-0.0,0.0,0.5
1510961877136610389,0,5.0,0.0,0.0
1510961877186773879,1,-0.0,0.0,0.5
1510961877236810233,0,5.0,0.0,0.0
1510961877286561222,1,-0.0,0.0,0.5
1510961877336496274,0,5.0,0.0,0.0
1510961877386325076,1,-0.0,0.0,0.5
1510961877436279608,0,5.0,0.0,0.0
1510961877486542420,1,-0.0,0.0,0.5
1510961877536733514,0,5.0,0.0,0.0
1510961877586527785,1,-0.0,0.0,0.5
1510961877636660910,0,5.0,0.0,0.0
1510961877686767420,1,-0.0,0.0,0.5
1510961877736944712,0,5.0,0.0,0.0
1510961877786666951,1,-0.0,0.0,0.5
1510961877836658097,0,5.0,0.0,0.0
1510961877886626951,1,-0.0,0.0,0.5
1510961877936649764,0,5.0,0.0,0.0
1510961877986870076,1,-0.0,0.0,0.5
1510961878036602941,0,5.0,0.0,0.0
1510961878086764816,1,-0.0,0.0,0.5
1510961878136669764,0,5.0,0.0,0.0
1510961878186644972,1,-0.0,0.0,0.5
1510961878236717784,0,5.0,0.0,0.0
1510961878286389555,1,-0.0,0.0,0.5
1510961878336245076,0,5.0,0.0,0.0
1510961878388184139,1,-0.0,0.0,0.5
1510961878437770545,0,5.0,0.0,0.0
1510961878486508722,1,-0.0,0.0,0.5
1510961878536709451,0,-0.36444401741,0.0,0.0
1510961878586732211,1,-0.0,0.0,0.5
1510961878636584711,0,-0.0311497598886,0.0,0.0
1510961878686808253,1,-0.0,0.0,0.5
1510961878736623409,0,0.0,0.0,0.0
1510961878787366170,1,-0.0,0.0,0.5
1510961878837114555,0,0.0201952215284,0.0,0.0
1510961878886467732,1,-0.0,0.0,0.5
1510961878936751899,0,0.241052851081,0.0,0.0
1510961878986657263,1,0.118839077652,0.0,0.5
1510961879037330024,0,0.465926080942,0.0,0.0
1510961879086727159,1,0.252092540264,0.0,0.5
1510961879136719555,0,0.602456271648,0.0,0.0
1510961879186650180,1,0.424538165331,0.0,0.5
1510961879236438878,0,0.730955243111,0.0,0.0
1510961879286451586,1,0.526437878609,0.0,0.5
1510961879336729399,0,0.831345081329,0.0,0.0
1510961879386985232,1,0.644014418125,0.0,0.5
1510961879436391638,0,0.943781673908,0.0,0.0
1510961879486624399,1,0.745914161205,0.0,0.5
1510961879536596534,0,0.975906431675,0.0,0.0
1510961879586890336,1,0.91835975647,0.0,0.5
1510961879636403669,0,0.991968810558,0.0,0.0
1510961879686565649,1,0.322638481855,0.0,0.5
1510961879736425440,0,0.393645405769,0.0,0.0
1510961879786600544,1,0.0247778166085,0.0,0.5
1510961879836515128,0,-0.011071793735,0.0,0.0
1510961879886363773,1,-0.0,0.0,0.5
1510961879936356430,0,-0.0431965403259,0.0,0.0
1510961879986597003,1,-1.7164670229,0.0,0.5
1510961880036730128,0,-0.0552433207631,0.0,0.0
1510961880086976482,1,-2.0,0.0,0.5
1510961880136355596,0,-0.0552433207631,0.0,0.0
1510961880186617055,1,-2.0,0.0,0.5
1510961880236548096,0,-0.0793368816376,0.0,0.0
1510961880286528200,1,-2.0,0.0,0.5
1510961880336997784,0,-0.324288070202,0.0,0.0
1510961880386495284,1,-2.0,0.0,0.5
1510961880436807523,0,-0.324288070202,0.0,0.0
1510961880486920804,1,-2.0,0.0,0.5
1510961880536769190,0,-0.336334854364,0.0,0.0
1510961880586358721,1,-2.0,0.0,0.5
1510961880636477836,0,-0.384521961212,0.0,0.0
1510961880686803461,1,-2.0,0.0,0.5
1510961880736883669,0,-0.553176879883,0.0,0.0
1510961880786522159,1,-2.0,0.0,0.5
1510961880836588356,0,-0.609395205975,0.0,0.0
1510961880886856065,1,-2.0,0.0,0.5
1510961880936811690,0,-0.609395205975,0.0,0.0
1510961880986629502,1,-2.0,0.0,0.5
1510961881036658148,0,-0.609395205975,0.0,0.0
1510961881086515596,1,-2.0,0.0,0.5
1510961881136683513,0,-0.621441960335,0.0,0.0
1510961881186800804,1,-2.0,0.0,0.5
1510961881236509763,0,-0.621441960335,0.0,0.0
1510961881286424554,1,-2.0,0.0,0.5
1510961881336475335,0,-0.621441960335,0.0,0.0
1510961881386832887,1,-2.0,0.0,0.5
1510961881437827054,0,-0.621441960335,0.0,0.0
1510961881486475908,1,-1.15993785858,0.0,0.5
1510961881537217419,0,-0.336334854364,0.0,0.0
1510961881586864710,1,-0.023364327848,0.0,0.5
1510961881636744658,0,0.0,0.0,0.0
1510961881686447002,1,-0.0,0.0,0.5
1510961881737133773,0,0.373567432165,0.0,0.0
1510961881786649814,1,0.432376593351,0.0,0.5
1510961881836386221,0,1.0,0.0,0.0
1510961881886564241,1,0.205061897635,0.0,0.5
1510961881937064241,0,0.530175566673,0.0,0.0
1510961881986809814,1,-0.0,0.0,0.5
1510961882036907523,0,0.0161796286702,0.0,0.0
1510961882086575387,1,-0.0,0.0,0.5
1510961882136671845,0,0.405692189932,0.0,0.0
1510961882186997939,1,0.17370814085,0.0,0.5
1510961882236585752,0,1.0,0.0,0.0
1510961882287039658,1,0.197223454714,0.0,0.5
1510961882336546012,0,1.0,0.0,0.0
1510961882386446429,1,0.197223454714,0.0,0.5
1510961882436643772,0,1.0,0.0,0.0
1510961882487052939,1,0.252092540264,0.0,0.5
1510961882536502210,0,1.0,0.0,0.0
1510961882586231116,1,0.471568793058,0.0,0.5
1510961882636219710,0,1.0,0.0,0.0
1510961882686647262,1,0.471568793058,0.0,0.5
1510961882736596324,0,0.827329456806,0.0,0.0
1510961882786442991,1,0.071808449924,0.0,0.5
1510961882836281741,0,0.0442887805402,0.0,0.0
1510961882886705595,1,0.0404546931386,0.0,0.5
1510961882936376793,0,0.0442887805402,0.0,0.0
