rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1510963419464674176,,1,,1510963419,463244915,0,,,1794.36022949,215.045898438,-14.6349868774,,-0.00673991441727,0.813391208649,0.0132172033191,-0.58152782917
1510963419490022144,,2,,1510963419,485426902,0,,,1794.34790039,215.024658203,-14.5798110962,,-0.00691917538643,0.813362002373,0.0133713148534,-0.581563055515
1510963419503337717,,3,,1510963419,502477884,0,,,1794.27319336,214.869140625,-14.5208511353,,-0.00682206451893,0.813247740269,0.0133447162807,-0.581724524498
1510963419523095738,,4,,1510963419,522329092,0,,,1794.17614746,214.619140625,-14.4165725708,,-0.00646106898785,0.813167214394,0.013128772378,-0.581846177578
1510963419542482926,,5,,1510963419,541752099,0,,,1794.13391113,214.499511719,-14.4424514771,,-0.00658948719501,0.813171088696,0.0130669362843,-0.581840753555
1510963419565760269,,6,,1510963419,562648057,0,,,1794.24829102,214.603027344,-14.5479812622,,-0.00650243461132,0.81324750185,0.0130763314664,-0.581734716892
1510963419585061051,,7,,1510963419,583148002,0,,,1794.33666992,214.774414062,-14.5976028442,,-0.00691413879395,0.813362360001,0.0134153403342,-0.581561565399
1510963419603586103,,8,,1510963419,602066993,0,,,1794.43603516,214.881835938,-14.5860977173,,-0.00701510906219,0.813368201256,0.013451166451,-0.58155143261
1510963419622852978,,9,,1510963419,621490001,0,,,1794.35705566,214.83984375,-14.5625991821,,-0.00682380795479,0.81323492527,0.0131191536784,-0.581747531891
1510963419642145061,,10,,1510963419,641273021,0,,,1794.21984863,214.687744141,-14.4817581177,,-0.00654503703117,0.813168883324,0.0129825882614,-0.581846177578
1510963419664264905,,11,,1510963419,662647008,0,,,1794.12683105,214.592773438,-14.4614334106,,-0.00640591979027,0.813159108162,0.0129975117743,-0.58186095953
1510963419686082821,,12,,1510963419,683518886,0,,,1794.21496582,214.6640625,-14.5253372192,,-0.0065570473671,0.81326508522,0.0130751654506,-0.581709504128
1510963419704971624,,13,,1510963419,701564073,0,,,1794.33374023,214.721679688,-14.6011734009,,-0.00675190985203,0.813276350498,0.0133390277624,-0.58168554306
1510963419722234384,,14,,1510963419,721148014,0,,,1794.38220215,214.7265625,-14.5870742798,,-0.00692345201969,0.813388168812,0.013263836503,-0.581528782845
1510963419741790894,,15,,1510963419,740415096,0,,,1794.35180664,214.697265625,-14.5602798462,,-0.00696934759617,0.813359260559,0.0133065730333,-0.581567883492
1510963419760854488,,16,,1510963419,759846925,0,,,1794.26745605,214.655517578,-14.4953994751,,-0.00679311156273,0.813276708126,0.0132211111486,-0.58168721199
1510963419782570426,,17,,1510963419,780183076,0,,,1794.15124512,214.627929688,-14.4589920044,,-0.00651809573174,0.813182353973,0.0131435096264,-0.581823945045
1510963419807893082,,18,,1510963419,805768966,0,,,1794.11584473,214.659179688,-14.4767227173,,-0.00640632212162,0.81323415041,0.0131709426641,-0.581752240658
1510963419822027353,,19,,1510963419,819627046,0,,,1794.23278809,214.854248047,-14.5261917114,,-0.00669078528881,0.813306093216,0.0131947174668,-0.581647872925
1510963419842207405,,20,,1510963419,840426921,0,,,1794.39550781,215.017578125,-14.5268630981,,-0.00698056817055,0.813317775726,0.013324778527,-0.58162522316
1510963419864793759,,21,,1510963419,860635042,0,,,1794.45019531,214.983154297,-14.5411758423,,-0.00671797990799,0.813339352608,0.0132955312729,-0.581598818302
1510963419880412561,,22,,1510963419,878729104,0,,,1794.31982422,214.801025391,-14.5570449829,,-0.00659736990929,0.813236117363,0.0132579095662,-0.581745505333
1510963419905365321,,23,,1510963419,903712987,0,,,1794.19177246,214.674560547,-14.582649231,,-0.00655861198902,0.813262104988,0.0132307521999,-0.581710100174
1510963419920373863,,24,,1510963419,918694019,0,,,1794.13867188,214.586181641,-14.6391372681,,-0.00650145113468,0.81323415041,0.0132375881076,-0.581749737263
1510963419939073967,,25,,1510963419,937880039,0,,,1794.26269531,214.591064453,-14.6200637817,,-0.00669938325882,0.813229799271,0.013430532068,-0.581749081612
1510963419961328186,,26,,1510963419,958946943,0,,,1794.36499023,214.746826172,-14.4800186157,,-0.00658588111401,0.813338339329,0.0132330097258,-0.581603169441
1510963419991520946,,27,,1510963419,978311061,0,,,1794.40124512,214.902832031,-14.3962478638,,-0.00685077905655,0.813299715519,0.0132016129792,-0.581654787064
1510963420000104905,,28,,1510963419,997931003,0,,,1794.30761719,214.810791016,-14.38306427,,-0.0068171620369,0.813291311264,0.0133731625974,-0.581663012505
1510963420018422717,,29,,1510963420,17374038,0,,,1794.17834473,214.678466797,-14.4493484497,,-0.00677105784416,0.813261985779,0.013368435204,-0.581704676151
1510963420038192717,,30,,1510963420,37107944,0,,,1794.11730957,214.628662109,-14.5330581665,,-0.00664755702019,0.813236236572,0.0132170133293,-0.581745564938
1510963420058000946,,31,,1510963420,56760072,0,,,1794.15686035,214.593505859,-14.5362319946,,-0.00651805102825,0.813236415386,0.0131344199181,-0.581748723984
1510963420085441832,,32,,1510963420,82973003,0,,,1794.27111816,214.669433594,-14.5534133911,,-0.00660018622875,0.813298225403,0.0131422169507,-0.581661224365
1510963420105737040,,33,,1510963420,103317022,0,,,1794.33642578,214.813964844,-14.5742874146,,-0.00668023526669,0.813325822353,0.0131506286561,-0.581621348858
1510963420118253863,,34,,1510963420,116554975,0,,,1794.29040527,214.863525391,-14.6402664185,,-0.00673431158066,0.81328868866,0.0131444260478,-0.581673026085
1510963420136628238,,35,,1510963420,135827064,0,,,1794.21606445,214.729248047,-14.5814590454,,-0.00663791596889,0.81331372261,0.0132643245161,-0.581636250019
1510963420155941988,,36,,1510963420,155154943,0,,,1794.12731934,214.654052734,-14.5276870728,,-0.00643049180508,0.813260197639,0.0131507478654,-0.581716001034
1510963420177698030,,37,,1510963420,176009893,0,,,1794.19030762,214.778564453,-14.4747390747,,-0.00638699531555,0.813240468502,0.0128927640617,-0.581750035286
1510963420204106259,,38,,1510963420,201972961,0,,,1794.23962402,214.811035156,-14.4307937622,,-0.00665850937366,0.813212156296,0.0133796818554,-0.581775486469
1510963420217883967,,39,,1510963420,215590953,0,,,1794.31726074,214.870605469,-14.3558731079,,-0.00671291351318,0.813288331032,0.0134646482766,-0.581666350365
1510963420236896467,,40,,1510963420,235109090,0,,,1794.29174805,214.845214844,-14.4718704224,,-0.00681254267693,0.813326776028,0.0134553052485,-0.581611633301
1510963420256328030,,41,,1510963420,254733085,0,,,1794.24645996,214.708984375,-14.5925369263,,-0.00657266378403,0.813328266144,0.0132771618664,-0.581616342068
1510963420284237040,,42,,1510963420,281796932,0,,,1794.23046875,214.608642578,-14.6797866821,,-0.0062752366066,0.813279867172,0.0129443965852,-0.581694960594
1510963420305620790,,43,,1510963420,303092002,0,,,1794.20349121,214.602294922,-14.6613235474,,-0.00627268850803,0.813269078732,0.013152141124,-0.581705272198
