rosbagTimestamp,joint_name,position,speed,acceleration
1511797075112541916,0,-1.0,0.0,0.0
1511797075211506759,1,0.0,0.0,0.0
1511797075311622436,0,-1.0,0.0,0.0
1511797075411220822,1,0.0,0.0,0.0
1511797075510771707,0,-0.6,0.0,0.0
1511797075614019676,1,0.0,0.0,0.0
1511797075710658999,0,-0.6,0.0,0.0
1511797075811422749,1,0.0,0.0,0.0
1511797075911585926,0,-0.6,0.0,0.0
1511797076012795926,1,0.0,0.0,0.0
1511797076112346290,0,-0.6,0.0,0.0
1511797076211198165,1,0.0,0.0,0.0
1511797076312001134,0,-0.6,0.0,0.0
1511797076410617540,1,0.0,0.0,0.0
1511797076511474832,0,3.0,0.0,0.0
1511797076613024988,1,0.0,0.0,0.0
1511797076713619467,0,3.0,0.0,0.0
1511797076813532123,1,0.0,0.0,0.0
1511797076910699311,0,3.0,0.0,0.0
1511797077012206915,1,0.0,0.0,0.0
1511797077112384050,0,3.0,0.0,0.0
1511797077211850665,1,0.0,0.0,0.0
1511797077311330977,0,3.0,0.0,0.0
1511797077411843113,1,0.0,0.0,0.0
1511797077511582019,0,3.0,0.0,0.0
1511797077612701862,1,0.0,0.0,0.0
1511797077711022019,0,3.0,0.0,0.0
1511797077810845717,1,0.0,0.0,0.0
1511797077910456602,0,3.0,0.0,0.0
1511797078011653425,1,0.0,0.0,0.0
1511797078111092748,0,3.0,0.0,0.0
1511797078211542591,1,0.0,0.0,0.0
1511797078310433008,0,3.0,0.0,0.0
1511797078409550560,1,0.0,0.0,0.0
1511797078510330508,0,0.0,0.0,0.0
1511797082957043892,0,-1.0,0.0,0.0
1511797083057654048,1,0.0,0.0,0.0
1511797083157328892,0,-1.0,0.0,0.0
1511797083255699517,1,0.0,0.0,0.0
1511797083359114621,0,-0.6,0.0,0.0
1511797083458149048,1,0.0,0.0,0.0
1511797083555065194,0,-0.6,0.0,0.0
1511797083657545975,1,0.0,0.0,0.0
1511797083754962954,0,-0.6,0.0,0.0
1511797083856957641,1,0.0,0.0,0.0
1511797083955415037,0,-0.6,0.0,0.0
1511797084057370298,1,0.0,0.0,0.0
1511797084156974777,0,-0.6,0.0,0.0
1511797084255175454,1,0.0,0.0,0.0
1511797084356053943,0,3.0,0.0,0.0
1511797084455511756,1,0.0,0.0,0.0
1511797084555165662,0,3.0,0.0,0.0
1511797084657541495,1,0.0,0.0,0.0
1511797084756571026,0,3.0,0.0,0.0
1511797084857373266,1,0.0,0.0,0.0
1511797084956941912,0,3.0,0.0,0.0
1511797085054650089,1,0.0,0.0,0.0
1511797085157100766,0,3.0,0.0,0.0
1511797085255667693,1,0.0,0.0,0.0
1511797085356620974,0,3.0,0.0,0.0
1511797085456303057,1,0.0,0.0,0.0
1511797085556995245,0,3.0,0.0,0.0
1511797085656394099,1,0.0,0.0,0.0
1511797085755997224,0,3.0,0.0,0.0
1511797085857021651,1,0.0,0.0,0.0
1511797085957894932,0,3.0,0.0,0.0
1511797086055933422,1,0.0,0.0,0.0
1511797086156597849,0,3.0,0.0,0.0
1511797086253473005,1,0.0,0.0,0.0
1511797086354740245,0,0.0,0.0,0.0
1511797158180127040,0,-1.0,0.0,0.0
1511797158284464696,1,-2.0,0.0,0.0
1511797158376307196,0,-1.0,0.0,0.0
