0,-0.017455,0.13175,0.10875
0.019974,-0.0169,0.13123,0.11669
0.040774,-0.016847,0.11722,0.11497
0.05976,-0.016878,0.12473,0.11158
0.079379,-0.01648,0.13106,0.11595
0.099896,-0.016613,0.11698,0.11352
0.12038,-0.016246,0.11496,0.11271
0.13982,-0.01621,0.11771,0.1197
0.15887,-0.016812,0.11972,0.11419
0.17867,-0.016812,0.12631,0.11045
0.19859,-0.016548,0.12412,0.10269
0.21803,-0.01657,0.12226,0.11224
0.23823,-0.016629,0.12735,0.11731
0.25787,-0.016804,0.11949,0.10613
0.27739,-0.016712,0.1243,0.11311
0.29798,-0.017112,0.12064,0.11775
0.31768,-0.016515,0.12194,0.12764
0.34051,-0.016849,0.1187,0.12957
0.35742,-0.01672,0.12114,0.11419
0.37653,-0.016849,0.12815,0.12053
0.39647,-0.016841,0.13195,0.11009
0.417,-0.017039,0.12975,0.10427
0.43657,-0.016458,0.12042,0.11678
0.45584,-0.016335,0.11504,0.11272
0.47569,-0.016583,0.12022,0.11464
0.4965,-0.016239,0.12053,0.10408
0.51621,-0.016948,0.11678,0.10688
0.53798,-0.017339,0.11341,0.12206
0.55477,-0.016533,0.11348,0.1068
0.57459,-0.016497,0.12952,0.1081
0.59431,-0.017417,0.1271,0.10343
0.61404,-0.016416,0.12011,0.12646
0.634,-0.015759,0.11697,0.11385
0.65367,-0.016546,0.12838,0.11268
0.67348,-0.01673,0.1464,0.11698
0.69366,-0.016913,0.13578,0.11807
0.71393,-0.016382,0.12232,0.10495
0.73357,-0.017022,0.10972,0.10626
0.75336,-0.016992,0.11184,0.10362
0.77241,-0.016445,0.12613,0.10679
0.79212,-0.016749,0.12524,0.10792
0.813,-0.016444,0.11765,0.10163
0.83289,-0.016736,0.12116,0.12597
0.85223,-0.017152,0.1176,0.12424
0.87136,-0.016668,0.11551,0.1173
0.891,-0.016466,0.1132,0.11408
0.91153,-0.016548,0.12066,0.12004
0.93287,-0.016475,0.12805,0.12157
0.95082,-0.017315,0.1301,0.11952
0.97043,-0.016785,0.11848,0.10594
0.99109,-0.016815,0.11629,0.11544
1.0098,-0.016986,0.1123,0.11206
