0,0,0
0.019974,0,0
0.040774,0,0
0.05976,0,0
0.079379,0,0
0.099896,0,0
0.12038,0,0
0.13982,0,0
0.15887,0,0
0.17867,0,0
0.19859,0,0
0.21803,0,0
0.23823,0,0
0.25787,0,0
0.27739,0,0
0.29798,0,0
0.31768,0,0
0.34051,0,0
0.35742,0,0
0.37653,0,0
0.39647,0,0
0.417,0,0
0.43657,0,0
0.45584,0,0
0.47569,0,0
0.4965,0,0
0.51621,0,-0.5
0.53798,0,-0.5
0.55477,0,-0.5
0.57459,0,-0.5
0.59431,0,-0.5
0.61404,2,-0.5
0.634,2,-0.5
0.65367,2,-0.5
0.67348,2,-0.5
0.69366,2,-0.5
0.71393,2,-0.5
0.73357,2,-0.5
0.75336,2,-0.5
0.77241,2,-0.5
0.79212,2,-0.5
0.813,2,-0.5
0.83289,2,-0.5
0.85223,2,-0.5
0.87136,2,-0.5
0.891,2,-0.5
0.91153,2,-0.5
0.93287,2,-0.5
0.95082,2,-0.5
0.97043,2,-0.5
0.99109,2,-0.5
1.0098,2,-0.5
1.0316,2,-0.5
1.0497,2,-0.5
1.0691,2,-0.5
1.0889,2,-0.5
1.1089,2,-0.5
1.1297,2,-0.5
1.1534,2,-0.5
1.1683,2,-0.5
1.1883,2,-0.5
1.2084,2,-0.5
1.2295,2,-0.5
1.2484,2,-0.5
1.2671,2,-0.5
1.2897,2,-0.5
1.3073,2,-0.5
1.3266,2,-0.5
1.347,2,-0.5
1.3662,2,-0.5
1.3865,2,-0.5
1.415,2,-0.5
1.4281,2,-0.5
1.448,2,-0.5
1.4655,2,-0.5
1.4856,2,-0.5
1.5055,2,-0.5
1.5267,2,-0.5
1.5505,2,-0.5
1.5643,2,-0.5
1.5847,2,-0.5
1.6093,2,-0.5
1.6236,2,-0.5
1.6434,2,-0.5
1.664,2,-0.5
1.6827,2,-0.5
1.7028,2,-0.5
1.7233,2,-0.5
1.7429,2,-0.5
1.7621,2,-0.5
1.7818,2,-0.5
1.8017,2,-0.5
1.8225,2,-0.5
1.8412,2,-0.5
1.8611,2,-0.5
1.8808,2,-0.5
1.9016,2,-0.5
1.9304,2,-0.5
1.9415,2,-0.5
1.9619,2,-0.5
1.98,2,-0.5
1.9996,2,-0.5
2.0197,2,-0.5
2.039,2,-0.5
2.0587,2,-0.5
2.0785,2,-0.5
2.0985,2,-0.5
2.1198,2,-0.5
2.1391,2,-0.5
2.1596,2,-0.5
2.1776,2,-0.5
2.1972,-2,-0.5
2.218,-2,-0.5
2.2383,-2,-0.5
2.2588,-2,-0.5
2.2782,-2,-0.5
2.2963,-2,-0.5
2.3175,-2,-0.5
2.3445,-2,-0.5
2.3576,-2,-0.5
2.3757,-2,-0.5
2.395,-2,-0.5
2.4156,-2,-0.5
2.4353,-2,-0.5
2.4604,-2,-0.5
2.4745,-2,-0.5
2.4942,-2,-0.5
2.5147,-2,-0.5
2.5341,-2,-0.5
2.5555,-2,-0.5
2.5741,-2,-0.5
2.5933,-2,-0.5
2.6135,-2,-0.5
2.634,-2,-0.5
2.6539,-2,-0.5
2.6726,-2,-0.5
2.6922,-2,-0.5
2.7123,-2,-0.5
2.7327,-2,-0.5
2.7589,-2,-0.5
2.7727,-2,-0.5
2.7938,-2,-0.5
2.8117,-2,-0.5
2.8333,-2,-0.5
2.8511,-2,-0.5
2.8703,-2,-0.5
2.8926,-2,-0.5
2.9108,-2,-0.5
2.9304,-2,-0.5
2.9585,-2,-0.5
2.9695,-2,-0.5
2.989,-2,-0.5
3.009,-2,-0.5
3.0289,-2,-0.5
3.049,-2,-0.5
3.0684,-2,-0.5
3.0884,-2,-0.5
3.1078,-2,-0.5
3.1278,-2,-0.5
3.1483,-2,-0.5
3.1675,-2,-0.5
3.1868,-2,-0.5
3.2069,-2,-0.5
3.2326,-2,-0.5
3.2481,-2,-0.5
3.2667,-2,-0.5
3.29,-2,-0.5
3.3079,-2,-0.5
3.3259,-2,-0.5
3.3454,-2,-0.5
3.3655,-2,-0.5
3.3859,-2,-0.5
3.4086,-2,-0.5
3.4254,-2,-0.5
3.4467,-2,-0.5
3.4652,-2,-0.5
3.4838,-2,-0.5
3.5034,-2,-0.5
3.5234,-2,-0.5
3.5431,-2,-0.5
3.5633,-2,-0.5
3.5827,-2,-0.5
3.6025,-2,-0.5
3.6235,-2,-0.5
3.6439,-2,-0.5
3.67,-2,-0.5
3.6821,-2,-0.5
3.7017,-2,-0.5
3.7215,-2,-0.5
3.7418,-2,-0.5
3.7622,-2,-0.5
3.7808,-2,-0.5
3.8007,-2,-0.5
3.8211,-2,-0.5
3.8412,-2,-0.5
3.8673,-2,-0.5
3.8796,-2,-0.5
3.8996,-2,-0.5
3.9202,-2,-0.5
3.9391,-2,-0.5
3.9594,-2,-0.5
3.9786,-2,-0.5
3.9984,-2,-0.5
4.0207,-2,-0.5
4.0383,-2,-0.5
4.0583,-2,-0.5
4.0778,-2,-0.5
4.0975,-2,-0.5
4.1174,-2,-0.5
4.1388,-2,-0.5
4.1581,-2,-0.5
4.1778,-2,-0.5
4.1964,-2,-0.5
4.2194,0,-0.5
4.2358,0,-0.5
4.2556,0,-0.5
4.2757,0,-0.5
4.2957,0,3
4.3166,0,3
4.3354,0,3
4.36,0,3
4.3753,0,3
4.3944,0,3
4.4142,0,3
4.4338,0,3
4.4541,0,3
4.4734,0,3
4.4932,0,3
4.513,0,3
4.5329,0,3
4.5545,0,3
4.586,0,3
4.5929,0,3
4.6124,0,3
4.6341,0,3
4.6522,0,3
4.6719,0,3
4.6916,0,3
4.7111,0,3
4.731,0,3
4.7513,0,3
4.7708,0,3
4.79,0,3
4.8098,0,3
4.8298,0,3
4.8497,0,3
4.87,0,3
4.8903,0,3
4.9091,0,3
4.9296,0,3
4.9489,0,3
4.97,0,3
4.9885,0,3
5.0078,0,3
5.0283,0,3
5.0478,0,3
5.0674,0,3
5.0877,0,3
5.1068,0,3
5.128,0,3
5.1467,0,3
5.1672,0,3
5.1873,0,3
5.2062,0,3
5.2259,0,3
5.2476,0,3
5.2651,0,3
5.2852,0,3
5.3061,0,0
5.3254,0,0
5.3462,0,0
5.3648,0,0
5.3844,0,0
5.4037,0,0
5.4235,0,0
5.4431,0,0
5.463,0,0
5.4908,0,0
5.5032,0,0
5.5226,0,0
5.5425,0,0
5.562,0,0
5.5818,0,0
5.6018,0,0
5.6217,0,0
5.6427,0,0
5.6614,0,0
5.6809,0,0
5.7005,0,0
5.7205,0,0
5.74,0,0
5.7596,0,0
5.7808,0,0
5.8009,0,0
5.8193,0,0
5.8392,0,0
5.8591,0,0
5.8795,0,0
5.8987,0,0
5.9182,0,0
5.938,0,0
5.9577,0,0
5.9816,0,0
5.9973,0,0
6.0169,0,0
6.0381,0,0
6.0576,0,0
6.0776,0,0
6.0962,0,0
