0,0.29056,2.551,-1.4633,-0.013403,-0.00024067,1.5165
0.020088,0.29064,2.551,-1.4636,-0.009796,0.00046963,-1.4266
0.04017,0.2907,2.551,-1.4638,-0.0061635,0.0010702,-1.0867
0.059897,0.29068,2.551,-1.4638,-0.0027447,0.00050743,-1.0604
0.080328,0.29056,2.5509,-1.4638,0.00025367,-0.0011036,-0.075751
0.10052,0.29042,2.5509,-1.4639,0.0027807,-0.0027007,-0.32771
0.13878,0.29049,2.5511,-1.4636,-0.0010165,0.0011611,-0.28143
0.14202,0.29052,2.5511,-1.4637,-0.0012696,0.0010675,-0.37422
0.15866,0.29064,2.5511,-1.4638,-0.001259,0.00021847,-1.0869
0.17943,0.29071,2.5511,-1.4639,-0.00017215,-0.00083752,0.067769
0.19858,0.29067,2.5511,-1.4638,0.00074235,-0.0014663,-0.16564
0.22023,0.29058,2.5511,-1.4637,0.00058115,-0.0013158,-0.14482
0.24398,0.29051,2.5512,-1.4638,0.00067126,-0.00013415,-1.0265
0.25956,0.29052,2.5512,-1.4638,0.0019189,0.00073362,0.71238
0.27795,0.2906,2.5511,-1.4637,0.0048737,0.0010443,0.99518
0.29828,0.29065,2.5511,-1.4635,0.0058351,0.0010547,1.07
0.32599,0.29052,2.5511,-1.4633,0.00044682,0.00093039,0.15727
0.33678,0.29047,2.5511,-1.4633,-0.0022322,0.00090802,-0.68185
0.35692,0.29045,2.551,-1.4636,-0.0040315,0.00068021,-1.0984
0.3781,0.29049,2.551,-1.4637,-0.0033699,0.00012512,-1.4588
0.39645,0.29056,2.551,-1.4636,-0.0023819,-0.0005661,0.94693
0.41707,0.29061,2.551,-1.4637,-0.0025603,-0.0012639,0.58954
0.43589,0.29058,2.5511,-1.4638,-0.0027827,-0.0014712,0.55828
0.45545,0.29049,2.5511,-1.4638,-0.0020842,-0.0011037,0.55754
0.47541,0.29042,2.5511,-1.4639,-0.00063314,-0.00042007,0.4618
0.49628,0.29043,2.5511,-1.4639,0.00096017,0.00067023,0.44185
0.51534,0.29051,2.5511,-1.4638,0.0021112,0.0040587,0.1701
0.53493,0.2906,2.5511,-1.4638,0.0038524,0.015177,0.083618
0.55462,0.29065,2.551,-1.4637,0.0083332,0.040416,0.067978
0.57457,0.29062,2.5504,-1.4636,0.017255,0.08353,0.068105
