0,1.2054,1.9408,-1.8808,0.0035133,-0.002013,-0.5228
0.019545,1.2054,1.9409,-1.8807,0.0030932,-0.0022746,-0.42205
0.039656,1.2055,1.9409,-1.8806,0.0026681,-0.0024226,-0.34879
0.059034,1.2055,1.941,-1.8806,0.0025026,-0.001217,-0.59649
0.079038,1.2055,1.941,-1.8806,0.0026194,0.00086921,0.78292
0.099949,1.2053,1.941,-1.8805,0.0025361,0.0021207,0.37609
0.12015,1.2053,1.941,-1.8804,0.0017069,0.001167,0.44993
0.13884,1.2053,1.9409,-1.8804,0.00038627,-0.0010419,-0.12181
0.15864,1.2054,1.9409,-1.8804,-0.0011189,-0.0028413,0.12931
0.17823,1.2055,1.941,-1.8805,-0.0023428,-0.0025749,0.29186
0.19831,1.2055,1.9411,-1.8805,-0.0027044,-0.00043789,1.1149
0.21795,1.2054,1.9411,-1.8806,-0.0015943,0.0017469,-0.2927
0.23773,1.2054,1.941,-1.8806,0.00029081,0.0023024,0.041682
0.25935,1.2054,1.9409,-1.8806,0.0012977,0.00077622,0.50441
0.27802,1.2054,1.9409,-1.8805,0.00042102,-0.00095826,-0.14407
0.29803,1.2055,1.9409,-1.8805,-0.0013047,-0.0016341,0.25778
0.31684,1.2055,1.941,-1.8806,-0.0017525,-0.00070967,0.68406
0.33679,1.2055,1.941,-1.8807,-0.00053117,0.00090462,-0.19151
0.35651,1.2054,1.941,-1.8806,0.00098297,0.0017163,0.18691
0.37629,1.2054,1.9409,-1.8806,0.0011875,0.0011101,0.33954
0.39638,1.2054,1.9409,-1.8805,-0.00016786,-0.00047049,0.11727
0.41619,1.2055,1.9409,-1.8806,-0.0016639,-0.0017246,0.30841
0.43563,1.2055,1.941,-1.8806,-0.0017696,-0.0016196,0.34625
0.45528,1.2055,1.941,-1.8807,-0.00024824,-0.00025431,0.3118
0.47511,1.2055,1.941,-1.8807,0.0016475,0.0012061,0.4237
0.49464,1.2055,1.941,-1.8806,0.0020854,0.0015969,0.40712
0.51496,1.2054,1.9409,-1.8805,0.00032015,0.00069488,0.15098
0.53436,1.2054,1.9409,-1.8805,-0.0021481,-0.00076643,0.74671
0.55533,1.2054,1.9409,-1.8807,-0.0032388,-0.0018926,0.51435
0.57505,1.2054,1.941,-1.8808,-0.0017549,-0.0014999,0.36868
0.59573,1.2054,1.9411,-1.8808,0.00088865,0.00040035,0.63249
0.61461,1.2055,1.941,-1.8807,0.0021542,0.0020452,0.33471
0.63422,1.2055,1.941,-1.8806,0.0017109,0.0019261,0.2853
0.65496,1.2055,1.9409,-1.8806,0.00050776,-0.00034401,-0.45349
0.67299,1.2055,1.9409,-1.8806,6.4068e-05,-0.0023573,-0.0089743
0.69347,1.2055,1.941,-1.8806,0.00083446,-0.0026728,-0.10273
0.71461,1.2054,1.9411,-1.8806,0.0024909,-0.0005542,-0.97787
0.73293,1.2055,1.9411,-1.8805,0.0034867,0.0017448,0.58327
0.75224,1.2055,1.941,-1.8804,0.0028706,0.0025092,0.36119
0.77741,1.2055,1.9409,-1.8803,-0.00016971,0.00042153,-0.13216
0.79345,1.2055,1.9409,-1.8804,-0.0022814,-0.0015112,0.46244
0.81215,1.2055,1.9409,-1.8805,-0.003048,-0.0023595,0.40318
0.83119,1.2054,1.9411,-1.8806,-0.0015372,-0.00091906,0.50459
0.85101,1.2054,1.9411,-1.8806,0.0010276,0.0014931,0.22345
0.87162,1.2055,1.941,-1.8805,0.0023555,0.0024377,0.30886
0.89058,1.2055,1.9409,-1.8804,0.0014555,0.0011331,0.40115
0.9107,1.2055,1.9409,-1.8804,-0.00077026,-0.0012402,0.20227
0.93003,1.2055,1.9409,-1.8805,-0.0021263,-0.0023334,0.29227
0.95132,1.2054,1.941,-1.8806,-0.0014005,-0.0012028,0.36706
0.9703,1.2054,1.9411,-1.8806,0.0007788,0.00098555,0.25524
0.98988,1.2054,1.941,-1.8805,0.002874,0.0026235,0.34709
1.0099,1.2055,1.9409,-1.8804,0.0031346,0.0020672,0.46421
1.0294,1.2056,1.9408,-1.8803,0.0015407,-0.00050377,-0.7903
1.0492,1.2055,1.9408,-1.8803,-3.6857e-05,-0.0028902,0.0042108
1.0754,1.2054,1.941,-1.8804,0.00011375,-0.0027573,-0.013621
1.0885,1.2054,1.9411,-1.8804,0.00096746,-0.0014037,-0.22377
1.1087,1.2055,1.9411,-1.8803,0.0026523,0.0022212,0.37558
1.128,1.2055,1.941,-1.8802,0.0024072,0.0036067,0.21691
1.1483,1.2055,1.9409,-1.8802,-0.0002043,0.0016843,-0.040032
1.1679,1.2054,1.9409,-1.8802,-0.0031065,-0.0014176,0.62638
1.1888,1.2053,1.9409,-1.8804,-0.0044965,-0.003055,0.45238
1.2077,1.2054,1.9411,-1.8805,-0.0035741,-0.0017386,0.59635
1.2272,1.2055,1.9411,-1.8805,-0.0012244,0.0012382,-0.31563
1.2482,1.2055,1.941,-1.8805,0.0011142,0.0032969,0.11113
1.267,1.2055,1.9409,-1.8805,0.0018341,0.002441,0.24319
1.2865,1.2055,1.9408,-1.8804,0.00095152,-0.00056233,-0.50952
1.3068,1.2054,1.9409,-1.8804,-0.00055367,-0.0030522,0.059828
1.3283,1.2054,1.941,-1.8805,-0.0014925,-0.0027145,0.1796
1.3458,1.2054,1.9411,-1.8805,-0.0014526,-0.00035732,0.93052
1.3669,1.2055,1.9411,-1.8805,-0.0010578,0.0026966,-0.12881
1.3858,1.2055,1.941,-1.8805,-0.0012095,0.0028376,-0.13983
1.4056,1.2054,1.9409,-1.8805,-0.0018823,4.7711e-05,-1.4942
1.4255,1.2054,1.9409,-1.8806,-0.0020432,-0.0029595,0.22414
1.4496,1.2054,1.941,-1.8807,-0.00038501,-0.0033869,0.037518
1.4667,1.2055,1.9411,-1.8807,0.0017306,-0.0010849,-0.48479
1.4846,1.2055,1.9412,-1.8806,0.0033267,0.002899,0.3622
1.5046,1.2055,1.9411,-1.8805,0.0025274,0.0051186,0.16162
1.5241,1.2054,1.9409,-1.8804,-0.00022134,0.0030803,-0.023722
1.5439,1.2054,1.9408,-1.8805,-0.0023116,-0.0013378,0.51847
1.5643,1.2054,1.9409,-1.8806,-0.0020331,-0.0040392,0.16469
1.584,1.2055,1.941,-1.8806,-0.00037054,-0.0025373,0.048184
1.6037,1.2055,1.9411,-1.8806,0.00070262,0.0010941,0.20895
1.6281,1.2056,1.941,-1.8805,0.00033342,0.0039057,0.028181
1.6446,1.2055,1.9409,-1.8806,-0.0002168,0.0032087,-0.022307
1.6631,1.2055,1.9408,-1.8806,-1.6928e-06,-0.00064454,0.00086724
1.6843,1.2054,1.9408,-1.8806,0.0011767,-0.0043636,-0.088805
1.7054,1.2055,1.941,-1.8805,0.0023133,-0.0043267,-0.17474
1.7231,1.2055,1.9411,-1.8805,0.0021596,-0.0014496,-0.45717
1.7423,1.2055,1.9411,-1.8804,0.00053792,0.0023872,0.074268
1.7615,1.2055,1.9411,-1.8804,-0.00097893,0.0037544,-0.085886
1.7817,1.2054,1.9409,-1.8805,-0.00083703,0.0017747,-0.1545
1.8014,1.2054,1.9409,-1.8806,0.00091746,-0.0012084,-0.24563
1.8247,1.2054,1.941,-1.8805,0.0030367,-0.0028384,-0.33958
1.8405,1.2054,1.941,-1.8804,0.0026667,-0.0016356,-0.49387
1.8635,1.2054,1.9411,-1.8803,-0.00043945,0.0020563,-0.070449
1.884,1.2055,1.941,-1.8804,-0.0027857,0.0036628,-0.24605
1.8998,1.2054,1.9409,-1.8805,-0.0029284,0.0026051,-0.35542
1.9198,1.2054,1.9408,-1.8806,-0.0021786,0.00010621,-1.4242
1.953,1.2055,1.9408,-1.8805,-0.00079117,-0.0037122,0.070258
1.9656,1.2055,1.9409,-1.8805,-0.000577,-0.0039409,0.048308
1.9791,1.2055,1.941,-1.8806,-0.00070456,-0.0017674,0.13088
1.9993,1.2055,1.9411,-1.8806,-0.000731,0.00171,-0.14023
2.0192,1.2055,1.941,-1.8806,-0.00042867,0.0029456,-0.048017
2.0385,1.2054,1.9409,-1.8806,0.00023072,0.00084676,0.08973
2.0584,1.2054,1.9408,-1.8806,0.00091759,-0.002652,-0.11376
2.078,1.2054,1.9409,-1.8806,0.00070668,-0.0040754,-0.057196
2.098,1.2054,1.9411,-1.8805,-0.00067632,-0.0020709,0.10742
2.1177,1.2054,1.9412,-1.8806,-0.0020067,0.0016036,-0.39184
2.1378,1.2054,1.9411,-1.8807,-0.0020286,0.0039562,-0.16773
2.157,1.2054,1.941,-1.8807,-0.00099615,0.0032765,-0.10006
