0,0,0
0.020088,0,0
0.04017,0,0
0.059897,0,0
0.080328,0,0
0.10052,0,0
0.13878,0,0
0.14202,0,0
0.15866,0,0
0.17943,0,0
0.19858,0,0
0.22023,0,0
0.24398,0,0
0.25956,0,0
0.27795,0,0
0.29828,0,0
0.32599,0,0
0.33678,0,0
0.35692,0,0
0.3781,0,0
0.39645,0,0
0.41707,0,0
0.43589,0,0
0.45545,0,0
0.47541,0,0
0.49628,0.05,-1
0.51534,0.05,-1
0.53493,0.05,-1
0.55462,0.05,-1
0.57457,0.05,-1
0.59542,0.05,-1
0.61478,0.05,-1
0.63404,0.05,-1
0.65364,0.05,-1
0.67298,0.05,-1
0.69332,0.05,-1
0.71478,0.05,-1
0.73324,0.05,-1
0.7523,0.05,-1
0.77219,0.05,-1
0.79244,0.05,-1
0.81256,0.05,-1
0.8318,0.05,-1
0.85152,0.05,-1
0.87325,0.05,-1
0.89124,0.05,-1
0.91141,0.05,-1
0.93075,0.05,-1
0.95065,0.05,-1
0.9716,0.05,-1
0.99391,0.05,-1
1.0152,0.05,-1
1.0302,0.05,-1
1.0507,0.05,-1
1.0699,0.05,-1
1.0892,0.05,-1
1.11,0.05,-0.475
1.1294,0.05,-0.475
1.1498,0.05,-0.475
1.1685,0.05,-0.475
1.1883,0.05,-0.475
1.2087,0.05,-0.475
1.2274,0.05,-0.475
1.2473,0.05,-0.475
1.2677,0.05,-0.475
1.2879,0.05,-0.475
1.3073,0.05,-0.475
1.3265,0.05,-0.475
1.3473,0.05,-0.475
1.3659,0.05,-0.475
1.3859,0.05,-0.475
1.4059,0.05,-0.475
1.4254,0.05,-0.475
1.4452,0.05,-0.475
1.4649,0.05,-0.475
1.4852,0.05,-0.475
1.513,0.05,-0.475
1.5243,0.05,-0.475
1.5438,0.05,-0.475
1.5638,0.05,-0.475
1.5835,0.05,-0.475
1.6034,0.05,-0.475
1.6231,0.05,-0.475
1.643,0.05,-0.475
1.6631,0.05,-0.475
1.6828,0.05,-0.475
1.703,0.05,-0.475
1.7232,0.05,-0.475
1.7423,0.05,-0.475
1.7645,0.05,-0.475
1.7818,0.05,-0.475
1.8047,0.05,-0.475
1.8234,0.05,-0.475
1.8412,0.05,-0.475
1.861,0.05,-0.475
1.8806,0.05,-0.475
1.9005,0.05,-0.475
1.9212,0.05,-0.475
1.9437,0.05,-0.475
1.9621,0.05,-0.475
1.9798,0.05,-0.475
2.0003,0.05,-0.475
2.0192,0.05,-0.475
2.04,0.05,-0.475
2.0621,0.05,-0.475
2.0787,0.05,-0.475
2.0985,0.05,-0.475
2.1309,0.05,-0.475
2.1456,0.05,-0.475
2.1582,0.05,-0.475
2.1792,0.05,-0.475
2.198,0.05,-0.475
2.2188,0.05,-0.475
2.244,0.05,-0.475
2.2568,0.05,-0.475
2.2801,0.05,-0.475
2.2966,0.05,-0.475
2.316,0.05,-0.475
2.3358,0.05,-0.475
2.3556,0.05,-0.475
2.3761,0.05,-0.475
2.3968,0.05,-0.475
2.4154,0.05,-0.475
2.435,0.05,-0.475
2.4548,0.05,-0.475
2.4753,0.05,-0.475
2.4949,0.05,-0.475
2.515,0.05,-0.475
2.5347,0.05,-0.475
2.5536,0.05,-0.475
2.5734,0.05,-0.475
2.5935,0.05,-0.475
2.6141,0.05,-0.475
2.6329,0.05,-0.475
2.6526,0.05,-0.475
