0,0,0
0.020813,0,0
0.035731,0,0
0.0553,0,0
0.075255,0,0
0.097905,0,0
0.11754,0,0
0.13582,0,0
0.15409,0,0
0.17387,0,0
0.19559,0,0
0.22314,0,0
0.24014,0,0
0.2531,0,-1
0.27283,0,-1
0.29374,0,-1
0.31292,0,-1
0.33463,0,-1
0.35225,-2,-1
0.37183,-2,-1
0.39272,-2,-1
0.41204,-2,-1
0.44134,-2,-1
0.45117,-2,-1
0.47085,-2,-1
0.49102,-2,-1
0.51101,-2,-1
0.53966,-2,-1
0.55184,-2,-1
0.57009,-2,-1
0.58991,-2,-1
0.61137,-2,-1
0.62954,-2,-1
0.64945,-2,-1
0.66873,-2,-1
0.68915,-2,-1
0.70915,-2,-1
0.73554,-2,-1
0.74821,-2,-1
0.76772,-2,-1
0.78746,-2,-1
0.81588,-2,-1
0.83952,-2,-1
0.8476,-2,-1
0.86708,-2,-1
0.88669,-2,-1
0.90628,-2,-1
0.92694,-2,-1
0.95021,-2,-1
0.96566,-2,-1
0.98568,-2,-1
1.005,-2,-1
1.0251,-2,-1
1.0452,-2,-1
1.066,-2,-0.55
1.0843,-2,-0.55
1.1043,-2,-0.55
1.1245,-2,-0.55
1.1446,-2,-0.55
1.1636,-2,-0.55
1.1833,-2,-0.55
1.2029,-2,-0.55
1.226,-2,-0.55
1.243,-2,-0.55
1.2626,-2,-0.55
1.282,-2,-0.55
1.3018,-2,-0.55
1.3233,-2,-0.55
1.3424,-2,-0.55
1.3615,-2,-0.55
1.3814,-2,-0.55
1.4023,-2,-0.55
1.4215,-2,-0.55
1.4415,-2,-0.55
1.4608,-2,-0.55
1.4806,-2,-0.55
1.5002,-2,-0.55
1.5199,-2,-0.55
1.5421,-2,-0.55
1.5604,-2,-0.55
1.5802,-2,-0.55
1.5992,-2,-0.55
1.6189,-2,-0.55
1.6409,-2,-0.55
1.659,-2,-0.55
1.6788,-2,-0.55
1.6979,-2,-0.55
1.7178,-2,-0.55
1.7381,-2,-0.55
1.7573,-2,-0.55
1.7772,-2,-0.55
1.798,-2,-0.55
1.817,-2,-0.55
1.8406,-2,-0.55
1.8566,-2,-0.55
1.8763,-2,-0.55
1.8967,-2,-0.55
1.9166,-2,-0.55
1.936,-2,-0.55
1.9555,-2,-0.55
1.9752,-2,-0.55
1.9997,-2,-0.55
2.0197,-2,-0.55
2.0355,-2,-0.55
2.0542,-2,-0.55
2.0745,-2,-0.55
2.0936,-2,-0.55
2.1137,-2,-0.55
2.1356,-2,-0.55
2.1537,-2,-0.55
2.1728,-2,-0.55
2.1925,-2,-0.55
2.2132,-2,-0.55
2.2334,-2,-0.55
2.2528,-2,-0.55
2.2717,-2,-0.55
2.2914,-2,-0.55
2.3126,-2,-0.55
2.3354,-2,-0.55
