0,0,0,0
0.020813,-0.018251,0.058055,0.22141
0.035731,-0.018412,0.070782,0.21887
0.0553,-0.017853,0.086338,0.2067
0.075255,-0.018654,0.089014,0.20529
0.097905,-0.018608,0.076429,0.21554
0.11754,-0.018764,0.073732,0.21558
0.13582,-0.01864,0.084223,0.21552
0.15409,-0.018628,0.076309,0.21052
0.17387,-0.018678,0.073252,0.21126
0.19559,-0.018336,0.069415,0.20374
0.22314,-0.018225,0.08089,0.21525
0.24014,-0.018617,0.10019,0.22038
0.2531,-0.018634,0.17704,0.20812
0.27283,-0.019674,0.92386,0.22714
0.29374,-0.022856,3.5873,0.12323
0.31292,-0.042008,4.6748,0.181
0.33463,-0.048946,4.2894,0.38868
0.35225,-0.06227,2.9722,0.44864
0.37183,-0.023788,2.0213,0.60103
0.39272,0.081297,1.8085,0.38949
0.41204,0.18661,2.4787,0.82446
0.44134,0.38088,3.3745,2.2277
0.45117,0.45865,3.3094,2.5422
0.47085,0.60087,2.7573,2.1525
0.49102,0.70926,1.9309,1.2851
0.51101,0.79113,1.2184,1.2226
0.53966,0.91152,1.1008,2.2192
0.55184,0.95328,1.4015,1.9888
0.57009,0.98728,2.5394,1.8897
0.58991,0.99915,2.5672,2.3455
0.61137,1.0467,2.3201,1.5057
0.62954,1.0645,1.4277,1.254
0.64945,1.1145,0.78719,1.3521
0.66873,1.1753,1.1308,1.1894
0.68915,1.2358,1.7597,2.0306
0.70915,1.303,2.2964,2.2456
0.73554,1.2954,1.9254,2.1863
0.74821,1.2755,1.8391,1.9448
0.76772,1.3001,0.59802,1.7069
0.78746,1.3827,-0.028972,2.3175
0.81588,1.5094,-0.003249,2.3571
0.83952,1.5665,0.72584,2.4474
0.8476,1.5567,1.6417,2.0633
0.86708,1.5227,1.8437,1.9469
0.88669,1.5627,1.4967,2.4941
0.90628,1.5622,1.5357,2.725
0.92694,1.5678,0.86016,2.5393
0.95021,1.6135,0.50526,1.9694
0.96566,1.6504,0.35043,2.9292
0.98568,1.6666,0.50498,3.4381
1.005,1.6685,0.52715,3.4332
1.0251,1.6611,1.4083,2.029
1.0452,1.6165,1.1451,2.0257
1.066,1.5815,0.72775,2.3252
1.0843,1.5753,-0.050524,3.6094
1.1043,1.6231,-0.067395,4.1943
1.1245,1.5839,0.51649,2.6093
1.1446,1.5065,0.40336,2.0003
1.1636,1.5148,-0.59799,2.6813
1.1833,1.5887,-1.5479,3.2658
1.2029,1.6727,-1.8208,3.7598
1.226,1.7019,-0.66881,3.8764
1.243,1.6825,-0.0099603,3.1429
1.2626,1.6253,0.92455,1.5672
1.282,1.5542,0.90453,1.8891
1.3018,1.5478,-0.378,3.5526
1.3233,1.5821,-1.2753,4.5355
1.3424,1.5988,-1.5521,3.9627
1.3615,1.6208,-1.0558,2.4292
1.3814,1.6361,-0.11619,1.4466
1.4023,1.6184,0.49053,1.801
1.4215,1.6297,-0.13503,3.017
1.4415,1.6911,-0.96208,4.0818
1.4608,1.7061,-0.56633,4.1452
1.4806,1.6861,-0.39282,3.103
1.5002,1.6369,0.35586,1.375
1.5199,1.5676,0.013264,2.2373
1.5421,1.601,-1.2268,3.823
1.5604,1.6631,-1.396,4.0988
1.5802,1.6725,-0.57519,3.4932
1.5992,1.6282,0.53324,2.0197
1.6189,1.5876,0.59607,1.3357
1.6409,1.5904,0.49649,1.8862
1.659,1.628,-0.29476,2.925
1.6788,1.6921,-1.3065,3.7055
1.6979,1.707,-0.88245,4.1057
1.7178,1.6688,-0.41624,3.5858
1.7381,1.6165,0.56338,1.5429
1.7573,1.5564,0.27578,1.4339
1.7772,1.5435,-0.30044,2.7468
1.798,1.584,-1.3373,3.8327
1.817,1.6564,-1.3314,3.7482
1.8406,1.6643,-0.048289,2.3209
1.8566,1.6426,0.21427,1.4953
1.8763,1.6361,0.24895,1.5404
1.8967,1.6396,-0.1816,2.6688
1.9166,1.6934,-1.1522,3.6846
1.936,1.7423,-1.5701,3.6898
1.9555,1.7622,-1.1666,3.7046
1.9752,1.742,-0.049178,2.6699
1.9997,1.6481,0.82583,1.3671
2.0197,1.6053,0.38892,2.7961
2.0355,1.6113,-0.4462,3.9316
2.0542,1.6515,-1.3192,4.2613
2.0745,1.6755,-1.0819,3.6551
2.0936,1.6513,-0.18867,2.2963
2.1137,1.6254,0.27441,1.2371
2.1356,1.6264,0.073025,1.5972
2.1537,1.6564,-0.47831,2.9032
2.1728,1.6988,-1.1617,3.8162
2.1925,1.7503,-0.94208,3.7991
2.2132,1.7382,0.24613,3.4546
2.2334,1.6553,0.92739,1.6332
2.2528,1.5908,0.24468,1.8204
2.2717,1.5656,-0.61301,3.1719
2.2914,1.6062,-1.5325,4.1016
2.3126,1.6888,-1.6446,3.7248
2.3354,1.7158,-0.3065,1.9411
2.3526,1.6834,0.53946,1.4481
2.3707,1.6655,0.73814,1.7219
2.3904,1.6948,0.24243,2.7189
2.4114,1.7305,-0.5595,3.5731
2.4308,1.7569,-1.3593,3.3235
2.4551,1.7739,-0.81111,3.6581
2.4698,1.7533,0.13275,2.9673
2.4894,1.6686,0.67749,1.5893
2.5102,1.6236,-0.12226,2.1576
2.5365,1.6569,-0.78521,3.7182
2.5494,1.6807,-0.82695,3.9167
2.5688,1.7044,-0.40663,2.8616
2.5886,1.6865,0.23504,1.6595
2.6092,1.6477,0.4345,1.5626
2.6357,1.6759,-0.55604,2.5999
2.6505,1.7248,-0.8587,3.3539
2.6678,1.7509,-0.94666,3.6127
2.6875,1.7636,-0.88052,3.3356
2.7081,1.7596,-0.28764,2.9708
2.7278,1.7209,0.48261,2.0222
2.7492,1.6594,0.61413,1.6932
2.767,1.6666,-0.056874,2.6792
2.7864,1.7016,-0.53378,3.6362
2.8061,1.7096,-0.95826,3.7291
2.826,1.7169,-0.94343,2.8366
2.8457,1.7023,-0.0020158,2.0958
2.8657,1.6577,0.43699,2.2474
2.8855,1.6533,-0.054151,2.6056
2.9053,1.7177,-1.2311,3.1285
2.925,1.7827,-1.3909,3.3968
2.9457,1.7973,-0.49201,2.7824
2.9679,1.7773,0.41748,2.476
2.9843,1.7154,1.0556,2.0107
3.004,1.6618,0.083332,2.4288
3.0244,1.6825,-0.94141,3.433
3.0438,1.7027,-1.1419,3.9827
3.0636,1.7053,-1.1889,3.7087
3.0833,1.7209,-0.6189,2.1088
3.1032,1.7055,0.15751,1.3061
3.1234,1.7001,0.65846,1.8419
3.1429,1.7102,0.54457,2.3831
3.1627,1.725,-0.29745,3.1207
3.1825,1.7442,-1.2606,3.7387
3.2033,1.7772,-1.3479,3.4883
3.223,1.7892,-0.48374,2.9362
3.2423,1.6884,0.89733,1.6058
3.2615,1.6034,0.27976,2.3078
3.2813,1.6288,-0.79367,3.5461
3.3027,1.6743,-1.1488,4.0337
3.3216,1.6986,-0.69672,3.4382
3.3414,1.6926,-0.052132,1.7658
